subject_id,item_index,day,wtp_usd
107,12,1,5.0
107,12,2,6.0
107,12,3,6.0
107,16,2,5.0
107,19,3,3.0
107,24,1,2.0
107,27,2,2.0
107,28,1,2.0
107,28,2,2.0
107,28,3,2.0
107,35,3,2.0
107,38,1,3.0
107,43,1,4.0
107,56,2,3.0
107,57,1,2.0
107,57,2,3.0
107,57,3,9.0
107,59,1,2.0
107,60,3,6.0
107,62,3,5.0
107,69,2,5.0
107,70,1,5.0
107,102,2,4.0
107,103,2,6.0
107,111,2,9.0
107,112,1,2.0
107,112,2,3.0
107,112,3,2.0
107,114,2,4.0
107,115,2,4.0
107,121,3,4.0
107,122,1,4.0
107,123,1,8.0
107,124,1,3.0
107,125,3,5.0
107,126,1,3.0
107,128,3,4.0
107,130,3,5.0
107,134,1,3.0
107,134,2,3.0
107,134,3,3.0
107,135,3,8.0
107,136,1,7.0
107,136,2,7.0
107,136,3,8.0
107,137,1,8.0
107,138,1,5.0
107,138,2,5.0
107,138,3,7.0
107,140,1,5.0
107,140,2,5.0
107,140,3,6.0
108,3,3,0.0
108,11,3,2.0
108,13,3,2.0
108,16,1,2.0
108,25,2,0.0
108,32,3,0.0
108,33,1,1.0
108,33,2,0.0
108,33,3,0.0
108,34,1,0.0
108,34,2,0.0
108,34,3,0.0
108,35,1,0.0
108,38,2,1.0
108,39,2,0.0
108,45,2,1.0
108,49,1,2.0
108,49,2,1.0
108,49,3,1.0
108,50,1,1.0
108,50,2,1.0
108,50,3,1.0
108,53,3,2.0
108,54,1,1.0
108,60,1,3.0
108,65,2,3.0
108,66,1,3.0
108,66,2,3.0
108,66,3,3.0
108,70,1,1.0
108,101,1,2.0
108,103,1,0.0
108,103,2,0.0
108,103,3,0.0
108,104,2,0.0
108,107,1,0.0
108,110,3,3.0
108,111,2,3.0
108,113,2,0.0
108,114,1,0.0
108,115,1,2.0
108,115,2,3.0
108,115,3,3.0
108,118,3,0.0
108,119,1,2.0
108,119,2,1.0
108,119,3,0.0
108,122,2,1.0
108,124,3,0.0
108,126,1,0.0
108,127,1,0.0
108,127,2,0.0
108,127,3,0.0
108,128,1,0.0
108,128,2,0.0
108,128,3,0.0
108,133,3,0.0
108,134,3,0.0
108,135,1,0.0
108,140,2,0.0
109,2,2,1.0
109,3,1,0.0
109,4,1,1.0
109,4,2,1.0
109,4,3,1.0
109,8,3,0.0
109,12,2,5.0
109,13,1,1.0
109,13,2,1.0
109,13,3,1.0
109,17,3,3.0
109,18,2,3.0
109,20,1,1.0
109,47,1,3.0
109,48,1,3.0
109,48,2,3.0
109,48,3,3.0
109,49,2,4.0
109,55,1,4.0
109,57,1,5.0
109,57,2,5.0
109,57,3,5.0
109,58,2,5.0
109,59,1,5.0
109,60,3,5.0
109,61,3,5.0
109,63,1,3.0
109,63,2,3.0
109,63,3,3.0
109,65,3,5.0
109,101,1,2.0
109,101,2,1.0
109,101,3,2.0
109,103,1,1.0
109,104,2,10.0
109,105,2,2.0
109,106,1,2.0
109,107,3,2.0
109,110,1,0.0
109,110,2,0.0
109,110,3,0.0
109,113,2,2.0
109,114,1,1.0
109,116,1,0.0
109,116,2,0.0
109,116,3,0.0
109,118,3,0.0
109,122,3,5.0
109,123,1,10.0
109,123,2,5.0
109,123,3,5.0
109,125,1,2.0
109,128,3,0.0
109,129,1,0.0
109,132,3,2.0
109,133,2,2.0
109,135,1,5.0
109,135,2,3.0
109,135,3,4.0
109,137,2,1.0
110,1,1,0.0
110,2,3,0.0
110,3,3,0.0
110,5,2,0.0
110,14,2,1.0
110,24,3,1.0
110,28,1,1.0
110,30,1,1.0
110,30,2,1.0
110,30,3,1.0
110,34,2,0.0
110,36,1,0.0
110,38,1,2.0
110,38,2,1.0
110,38,3,1.0
110,39,3,1.0
110,41,3,2.0
110,43,2,2.0
110,50,1,2.0
110,50,2,2.0
110,50,3,2.0
110,62,1,2.0
110,63,1,2.0
110,66,2,2.0
110,67,1,1.0
110,67,2,1.0
110,67,3,1.0
110,69,1,3.0
110,69,2,3.0
110,69,3,4.0
110,106,1,2.0
110,106,2,2.0
110,106,3,2.0
110,111,2,0.0
110,112,1,0.0
110,113,3,3.0
110,114,1,0.0
110,114,2,0.0
110,114,3,0.0
110,115,1,0.0
110,116,2,0.0
110,120,3,0.0
110,122,1,1.0
110,122,2,1.0
110,122,3,1.0
110,123,3,3.0
110,124,1,2.0
110,125,3,2.0
110,126,2,2.0
110,128,2,2.0
110,130,3,0.0
110,131,1,3.0
110,132,2,0.0
110,134,1,2.0
110,134,2,1.0
110,134,3,1.0
110,135,1,0.0
110,140,1,1.0
110,140,2,1.0
110,140,3,1.0
111,1,1,1.0
111,8,2,1.0
111,10,2,0.0
111,12,2,1.0
111,13,2,1.0
111,17,3,0.0
111,22,1,0.0
111,22,2,0.0
111,22,3,0.0
111,23,1,1.0
111,40,1,2.0
111,46,1,0.0
111,48,3,1.0
111,50,3,0.0
111,55,3,3.0
111,58,3,2.0
111,62,1,5.0
111,62,2,4.0
111,62,3,4.0
111,64,1,5.0
111,64,2,2.0
111,64,3,6.0
111,65,1,5.0
111,66,1,5.0
111,66,2,2.0
111,66,3,4.0
111,69,2,1.0
111,70,1,3.0
111,70,2,1.0
111,70,3,1.0
111,101,2,0.0
111,102,1,0.0
111,103,1,0.0
111,103,2,0.0
111,103,3,0.0
111,104,1,5.0
111,104,2,4.0
111,104,3,2.0
111,105,1,0.0
111,106,3,0.0
111,115,3,4.0
111,117,2,0.0
111,121,1,3.0
111,121,2,1.0
111,121,3,1.0
111,123,3,0.0
111,124,2,0.0
111,126,1,0.0
111,128,3,0.0
111,129,2,0.0
111,130,1,0.0
111,130,2,0.0
111,130,3,0.0
111,131,1,0.0
111,132,2,3.0
111,137,3,0.0
111,139,1,0.0
111,140,1,1.0
111,140,2,2.0
111,140,3,1.0
112,1,3,2.0
112,9,2,2.0
112,10,1,1.0
112,10,2,1.0
112,10,3,1.0
112,11,1,4.0
112,15,1,7.0
112,15,2,4.0
112,15,3,8.0
112,18,2,2.0
112,20,1,2.0
112,20,2,1.0
112,20,3,1.0
112,36,2,4.0
112,37,2,1.0
112,40,3,9.0
112,44,1,5.0
112,44,2,4.0
112,44,3,5.0
112,50,3,4.0
112,54,1,2.0
112,55,1,7.0
112,57,3,5.0
112,58,1,3.0
112,60,1,5.0
112,60,2,6.0
112,60,3,5.0
112,61,3,5.0
112,65,2,9.0
112,68,1,5.0
112,102,2,4.0
112,103,1,8.0
112,107,2,5.0
112,108,1,6.0
112,108,2,5.0
112,108,3,10.0
112,112,1,4.0
112,112,2,3.0
112,112,3,6.0
112,117,1,4.0
112,117,2,5.0
112,117,3,4.0
112,121,1,5.0
112,121,2,2.0
112,121,3,5.0
112,124,1,1.0
112,124,2,1.0
112,124,3,2.0
112,125,2,6.0
112,126,1,7.0
112,127,3,8.0
112,130,2,8.0
112,131,3,10.0
112,132,1,6.0
112,133,2,7.0
112,134,3,11.0
112,136,1,7.0
112,138,1,4.0
112,139,3,7.0
112,140,3,10.0
113,2,2,1.0
113,3,3,1.0
113,5,3,1.0
113,9,1,0.0
113,9,2,0.0
113,9,3,0.0
113,17,1,0.0
113,17,2,0.0
113,17,3,0.0
113,31,3,0.0
113,35,2,1.0
113,41,2,2.0
113,43,1,0.0
113,43,2,0.0
113,43,3,0.0
113,45,1,3.0
113,46,1,0.0
113,48,1,3.0
113,48,2,3.0
113,48,3,3.0
113,49,1,0.0
113,62,1,4.0
113,63,2,0.0
113,65,2,5.0
113,66,3,5.0
113,68,1,3.0
113,69,1,15.0
113,69,2,8.0
113,69,3,9.0
113,70,3,5.0
113,101,3,2.0
113,102,1,0.0
113,103,3,3.0
113,104,1,10.0
113,104,2,9.0
113,104,3,8.0
113,107,3,0.0
113,110,1,16.0
113,112,1,8.0
113,112,2,8.0
113,112,3,9.0
113,113,1,2.0
113,113,2,2.0
113,113,3,2.0
113,115,3,10.0
113,117,2,2.0
113,120,1,2.0
113,120,2,2.0
113,120,3,2.0
113,123,2,8.0
113,124,2,2.0
113,129,1,5.0
113,130,1,2.0
113,131,1,3.0
113,132,2,0.0
113,134,2,2.0
113,137,3,5.0
113,139,1,0.0
113,139,2,0.0
113,139,3,0.0
114,2,2,2.0
114,13,1,0.0
114,13,2,0.0
114,13,3,0.0
114,15,2,6.0
114,16,3,1.0
114,20,1,2.0
114,23,1,5.0
114,23,2,6.0
114,23,3,5.0
114,29,2,5.0
114,30,1,5.0
114,34,3,1.0
114,38,1,1.0
114,38,2,1.0
114,38,3,0.0
114,51,3,8.0
114,52,1,10.0
114,54,2,0.0
114,55,1,6.0
114,56,3,5.0
114,57,1,8.0
114,61,1,8.0
114,61,2,7.0
114,61,3,7.0
114,63,3,5.0
114,69,1,10.0
114,69,2,8.0
114,69,3,8.0
114,70,2,7.0
114,104,2,8.0
114,109,2,3.0
114,111,1,6.0
114,111,2,4.0
114,111,3,4.0
114,113,3,1.0
114,114,1,4.0
114,115,1,3.0
114,115,2,0.0
114,115,3,0.0
114,118,1,6.0
114,119,1,8.0
114,119,2,5.0
114,119,3,5.0
114,121,1,4.0
114,122,1,5.0
114,122,2,2.0
114,122,3,2.0
114,124,2,2.0
114,125,2,6.0
114,126,2,5.0
114,128,1,0.0
114,133,3,5.0
114,135,3,10.0
114,136,3,5.0
114,137,3,6.0
114,138,1,7.0
114,140,1,5.0
114,140,2,2.0
114,140,3,2.0
